iter	Logloss
682	0.1177623939
683	0.1177424814
684	0.1175801207
685	0.1175281871
686	0.1174008009
687	0.1173102863
688	0.1172420647
689	0.117200781
690	0.1171637929
691	0.117131387
692	0.1170216669
693	0.1169363251
694	0.1168206626
695	0.1168085451
696	0.116787147
697	0.1166892043
698	0.1166407879
699	0.1165817932
700	0.1165490651
701	0.1164462361
702	0.1163712398
703	0.1162863633
704	0.1161960725
705	0.1161357175
706	0.1160326468
707	0.1159422575
708	0.1159116325
709	0.1158152471
710	0.1156629098
711	0.1155540131
712	0.1154643666
713	0.1153731271
714	0.1152630311
715	0.1151806605
716	0.1151416946
717	0.1150839439
718	0.1150259068
719	0.1148972229
720	0.1148324916
721	0.1147512307
722	0.1147261455
723	0.1146329102
724	0.1145113142
725	0.1143866665
726	0.1143446847
727	0.1142063353
728	0.1141888481
729	0.1141227655
730	0.1140464895
731	0.1138995129
732	0.113795413
733	0.1137184121
734	0.1136846727
735	0.1135987223
736	0.1134894318
737	0.1134156437
738	0.1133474669
739	0.1132337374
740	0.1131485567
741	0.1130360891
742	0.1129059822
743	0.1128164879
744	0.1127584418
745	0.112692753
746	0.1126610988
747	0.1125272868
748	0.1124518341
749	0.1123690966
750	0.1123388207
751	0.1122398041
752	0.1121745716
753	0.1120831532
754	0.1119786237
755	0.1119127827
756	0.1118336339
757	0.11173008
758	0.1117103644
759	0.1116293272
760	0.1115892338
761	0.1115141569
762	0.1114467229
763	0.1113641017
764	0.1112934817
765	0.1112227901
766	0.1111839675
767	0.1110896225
768	0.1110703812
769	0.1110538427
770	0.1109539133
771	0.1108382329
772	0.1107602296
773	0.1106758722
774	0.1106612041
775	0.1105691859
776	0.110492015
777	0.1103596528
778	0.1102709997
779	0.1101920388
780	0.110139085
781	0.1100891382
782	0.1100196637
783	0.1099445242
784	0.1099348499
785	0.1098571777
786	0.1097572215
787	0.1096910404
788	0.1096712711
789	0.1095820631
790	0.10949818
791	0.1094105203
792	0.1093529486
793	0.1092593822
794	0.1091860595
795	0.1091389318
796	0.1090690367
797	0.1089862902
798	0.1089671294
799	0.1088386245
800	0.1087253783
801	0.1086665626
802	0.1086399112
803	0.1085565024
804	0.1084781949
805	0.10840259
806	0.1083694771
807	0.1083437743
808	0.108270031
809	0.1081780576
810	0.1081135411
811	0.107989502
812	0.1079245827
813	0.1078682908
814	0.1077992727
815	0.107709143
816	0.1076266829
817	0.1075708384
818	0.1075522414
819	0.1075274068
820	0.1074449824
821	0.10737498
822	0.1072592011
823	0.1072055224
824	0.1071129315
825	0.1070890813
826	0.1069828246
827	0.1068805057
828	0.106775314
829	0.1066591682
830	0.1065902307
831	0.106502392
832	0.1064259817
833	0.1063752205
834	0.1062952931
835	0.106204698
836	0.1061259429
837	0.1060834152
838	0.1059872266
839	0.1059049545
840	0.1058556341
841	0.1058362139
842	0.1058131601
843	0.1057594098
844	0.105659722
845	0.1055902833
846	0.105539012
847	0.1054704862
848	0.1054204946
849	0.1054007701
850	0.1053058703
851	0.1052525137
852	0.1051753517
853	0.1051143165
854	0.1050524491
855	0.104967501
856	0.104871572
857	0.104841654
858	0.1048198622
859	0.1047420737
860	0.1046908471
861	0.1046277357
862	0.1045287907
863	0.1044721855
864	0.1043902713
865	0.1043085182
866	0.1042273737
867	0.1041520731
868	0.1040691745
869	0.1040119339
870	0.1039453948
871	0.1039332236
872	0.1038883332
873	0.1038451969
874	0.1037829178
875	0.1037229924
876	0.1036340976
877	0.1035410593
878	0.1035090203
879	0.1034756479
880	0.1033576316
881	0.1032609867
882	0.1032042383
883	0.1031367954
884	0.1031186638
885	0.1030378504
886	0.1029431654
887	0.1028842602
888	0.1028217215
889	0.1027577688
890	0.1027143462
891	0.102668525
892	0.1026043397
893	0.1025243496
894	0.1024972507
895	0.1024389989
896	0.1023825548
897	0.1022873864
898	0.1022337525
899	0.1022117906
900	0.1021631862
901	0.1021158079
902	0.1020252933
903	0.1019345818
904	0.101913828
905	0.1018251123
906	0.1017373899
907	0.1016650963
908	0.1015994254
909	0.1015105575
910	0.101399128
911	0.101379305
912	0.1013635451
913	0.1013440085
914	0.1012811208
915	0.1012409468
916	0.1012219023
917	0.1011538777
918	0.1010673187
919	0.100977887
920	0.1009540278
921	0.1008930106
922	0.1008514494
923	0.1008273575
924	0.1007782967
925	0.1007374873
926	0.1006947805
927	0.1006275882
928	0.1005996391
929	0.1005161856
930	0.100458775
931	0.1004004694
932	0.1003882266
933	0.1003330264
934	0.1002944902
935	0.1002326048
936	0.1001371591
937	0.1000666017
938	0.09998918908
939	0.0999063173
940	0.09985700591
941	0.09979255206
942	0.09970504448
943	0.09968059461
944	0.09966170235
945	0.09963518517
946	0.0995513737
947	0.09950040666
948	0.09943644504
949	0.09939922433
950	0.09933002729
951	0.09926977969
952	0.09921159045
953	0.09916521447
954	0.09908030222
955	0.09902136123
956	0.09895673735
957	0.09889993528
958	0.09888092667
959	0.09883583941
960	0.09879379496
961	0.09871324108
962	0.098640688
963	0.09855529248
964	0.09854197572
965	0.0984938546
966	0.09842241125
967	0.09838434035
968	0.09834033597
969	0.09824621475
970	0.09818462473
971	0.09812373276
972	0.09807989842
973	0.09802055471
974	0.09796224018
975	0.09791562257
976	0.09786233762
977	0.09778874641
978	0.09773423539
979	0.09767740647
980	0.09765727024
981	0.09763136162
982	0.09759389033
983	0.09751087536
984	0.09742363625
985	0.09737625793
986	0.09729216903
987	0.09727871803
988	0.09726085495
989	0.09723899148
990	0.09723186773
991	0.09715241463
992	0.09704747354
993	0.09698605356
994	0.09696517452
995	0.09691011759
996	0.09685305598
997	0.09678731342
998	0.09673039501
999	0.09664985008
